market,stock,company,date,close,volume,open,high,low
NASDAQ,AAPL,Apple,03/20/2024,178.67,53423100,175.72,178.67,175.09
NASDAQ,AAPL,Apple,03/19/2024,176.08,55215240,174.34,176.61,173.03
NASDAQ,AAPL,Apple,03/18/2024,173.72,75604180,175.57,177.71,173.52
NASDAQ,AAPL,Apple,03/15/2024,172.62,121752700,171.17,172.62,170.29
NASDAQ,AAPL,Apple,03/14/2024,173.00,72913510,172.91,174.31,172.05
NASDAQ,AAPL,Apple,03/13/2024,171.13,52488690,172.77,173.19,170.76
NASDAQ,AAPL,Apple,03/12/2024,173.23,59825370,173.15,174.03,171.01
NASDAQ,AAPL,Apple,03/11/2024,172.75,60139470,172.94,174.38,172.05
NASDAQ,AAPL,Apple,03/08/2024,170.73,76267040,169.00,173.70,168.94
NASDAQ,AAPL,Apple,03/07/2024,169.00,71765060,169.15,170.73,168.49
NASDAQ,AAPL,Apple,03/06/2024,169.12,68587710,171.06,171.24,168.68
NASDAQ,AAPL,Apple,03/05/2024,170.12,95132360,170.76,172.04,169.62
NASDAQ,AAPL,Apple,03/04/2024,175.10,81510100,176.15,176.90,173.79
NASDAQ,AAPL,Apple,03/01/2024,179.66,73563080,179.55,180.53,177.38
NASDAQ,AAPL,Apple,02/29/2024,180.75,136682600,181.27,182.57,179.53
NASDAQ,AAPL,Apple,02/28/2024,181.42,48953940,182.51,183.12,180.13
NASDAQ,AAPL,Apple,02/27/2024,182.63,54318850,181.10,183.92,179.56
NASDAQ,AAPL,Apple,02/26/2024,181.16,40867420,182.24,182.76,180.65
NASDAQ,AAPL,Apple,02/23/2024,182.52,45119680,185.01,185.04,182.23
NASDAQ,AAPL,Apple,02/22/2024,184.37,52292210,183.48,184.96,182.46
NASDAQ,AAPL,Apple,02/21/2024,182.32,41529670,181.94,182.89,180.66
NASDAQ,AAPL,Apple,02/20/2024,181.56,53665550,181.79,182.43,180.00
NASDAQ,AAPL,Apple,02/16/2024,182.31,49752470,183.42,184.85,181.67
NASDAQ,AAPL,Apple,02/15/2024,183.86,65434500,183.55,184.49,181.35
NASDAQ,AAPL,Apple,02/14/2024,184.15,54630520,185.32,185.53,182.44
NASDAQ,AAPL,Apple,02/13/2024,185.04,56529530,185.77,186.21,183.51
NASDAQ,AAPL,Apple,02/12/2024,187.15,41781930,188.42,188.67,186.79
NASDAQ,AAPL,Apple,02/09/2024,188.85,45155220,188.65,189.99,188.00
NASDAQ,AAPL,Apple,02/08/2024,188.32,40962050,189.39,189.54,187.35
NASDAQ,AAPL,Apple,02/07/2024,189.41,53438960,190.64,191.05,188.61
NASDAQ,AAPL,Apple,02/06/2024,189.30,43490760,186.86,189.31,186.77
NASDAQ,AAPL,Apple,02/05/2024,187.68,69668820,188.15,189.25,185.84
NASDAQ,AAPL,Apple,02/02/2024,185.85,102551700,179.86,187.33,179.25
NASDAQ,AAPL,Apple,02/01/2024,186.86,64885410,183.99,186.95,183.82
NASDAQ,AAPL,Apple,01/31/2024,184.40,55467800,187.04,187.10,184.35
NASDAQ,AAPL,Apple,01/30/2024,188.04,55859370,190.94,191.80,187.47
NASDAQ,AAPL,Apple,01/29/2024,191.73,47145620,192.01,192.20,189.58
NASDAQ,AAPL,Apple,01/26/2024,192.42,44594010,194.27,194.76,191.94
NASDAQ,AAPL,Apple,01/25/2024,194.17,54822130,195.22,196.27,193.11
NASDAQ,AAPL,Apple,01/24/2024,194.50,53631320,195.42,196.38,194.34
NASDAQ,AAPL,Apple,01/23/2024,195.18,42355590,195.02,195.75,193.83
NASDAQ,AAPL,Apple,01/22/2024,193.89,60133850,192.30,195.33,192.26
NASDAQ,AAPL,Apple,01/19/2024,191.56,68902990,189.33,191.95,188.82
NASDAQ,AAPL,Apple,01/18/2024,188.63,78005750,186.09,189.14,185.83
NASDAQ,AAPL,Apple,01/17/2024,182.68,47317430,181.27,182.93,180.30
NASDAQ,AAPL,Apple,01/16/2024,183.63,65603040,182.16,184.26,180.93
NASDAQ,AAPL,Apple,01/12/2024,185.92,40477780,186.06,186.74,185.19
NASDAQ,AAPL,Apple,01/11/2024,185.59,49128410,186.54,187.05,183.62
NASDAQ,AAPL,Apple,01/10/2024,186.19,46792910,184.35,186.40,183.92
NASDAQ,AAPL,Apple,01/09/2024,185.14,42841810,183.92,185.15,182.73
NASDAQ,AAPL,Apple,01/08/2024,185.56,59144470,182.09,185.60,181.50
NASDAQ,AAPL,Apple,01/05/2024,181.18,62379660,181.99,182.76,180.17
NASDAQ,AAPL,Apple,01/04/2024,181.91,71983570,182.15,183.09,180.88
NASDAQ,AAPL,Apple,01/03/2024,184.25,58414460,184.22,185.88,183.43
NASDAQ,AAPL,Apple,01/02/2024,185.64,82488670,187.15,188.44,183.89
NASDAQ,AAPL,Apple,12/29/2023,192.53,42672150,193.90,194.40,191.73
NASDAQ,AAPL,Apple,12/28/2023,193.58,34049900,194.14,194.66,193.17
NASDAQ,AAPL,Apple,12/27/2023,193.15,48087680,192.49,193.50,191.09
NASDAQ,AAPL,Apple,12/26/2023,193.05,28919310,193.61,193.89,192.83
NASDAQ,AAPL,Apple,12/22/2023,193.60,37149570,195.18,195.41,192.97
NASDAQ,AAPL,Apple,12/21/2023,194.68,46482550,196.10,197.08,193.50
NASDAQ,AAPL,Apple,12/20/2023,194.83,52242820,196.90,197.68,194.83
NASDAQ,AAPL,Apple,12/19/2023,196.94,40714050,196.16,196.95,195.89
NASDAQ,AAPL,Apple,12/18/2023,195.89,55751860,196.09,196.63,194.39
NASDAQ,AAPL,Apple,12/15/2023,197.57,128538400,197.53,198.40,197.00
NASDAQ,AAPL,Apple,12/14/2023,198.11,66831570,198.02,199.62,196.16
NASDAQ,AAPL,Apple,12/13/2023,197.96,70404180,195.09,198.00,194.85
NASDAQ,AAPL,Apple,12/12/2023,194.71,52696900,193.08,194.72,191.72
NASDAQ,AAPL,Apple,12/11/2023,193.18,60943700,193.11,193.49,191.42
NASDAQ,AAPL,Apple,12/08/2023,195.71,53406360,194.20,195.99,193.67
NASDAQ,AAPL,Apple,12/07/2023,194.27,47477660,193.63,195.00,193.59
NASDAQ,AAPL,Apple,12/06/2023,192.32,41089740,194.45,194.76,192.11
NASDAQ,AAPL,Apple,12/05/2023,193.42,66628400,190.21,194.40,190.18
NASDAQ,AAPL,Apple,12/04/2023,189.43,43389520,189.98,190.05,187.45
NASDAQ,AAPL,Apple,12/01/2023,191.24,45704820,190.33,191.56,189.23
NASDAQ,AAPL,Apple,11/30/2023,189.95,48794370,189.84,190.32,188.19
NASDAQ,AAPL,Apple,11/29/2023,189.37,43014220,190.90,192.09,188.97
NASDAQ,AAPL,Apple,11/28/2023,190.40,38415420,189.78,191.08,189.40
NASDAQ,AAPL,Apple,11/27/2023,189.79,40552610,189.92,190.67,188.90
NASDAQ,AAPL,Apple,11/24/2023,189.97,24048340,190.87,190.90,189.25
NASDAQ,AAPL,Apple,11/22/2023,191.31,39630010,191.49,192.93,190.83
NASDAQ,AAPL,Apple,11/21/2023,190.64,38134490,191.41,191.52,189.74
NASDAQ,AAPL,Apple,11/20/2023,191.45,46538610,189.89,191.91,189.88
NASDAQ,AAPL,Apple,11/17/2023,189.69,50941400,190.25,190.38,188.57
NASDAQ,AAPL,Apple,11/16/2023,189.71,54412920,189.57,190.96,188.65
NASDAQ,AAPL,Apple,11/15/2023,188.01,53790500,187.85,189.50,187.78
NASDAQ,AAPL,Apple,11/14/2023,187.44,60108380,187.70,188.11,186.30
NASDAQ,AAPL,Apple,11/13/2023,184.80,43627520,185.82,186.03,184.21
NASDAQ,AAPL,Apple,11/10/2023,186.40,66177920,183.97,186.57,183.53
NASDAQ,AAPL,Apple,11/09/2023,182.41,53763540,182.96,184.12,181.81
NASDAQ,AAPL,Apple,11/08/2023,182.89,49340280,182.35,183.45,181.59
NASDAQ,AAPL,Apple,11/07/2023,181.82,70529970,179.18,182.44,178.97
NASDAQ,AAPL,Apple,11/06/2023,179.23,63841310,176.38,179.43,176.21
NASDAQ,AAPL,Apple,11/03/2023,176.65,79829250,174.24,176.82,173.35
NASDAQ,AAPL,Apple,11/02/2023,177.57,77334750,175.52,177.78,175.46
NASDAQ,AAPL,Apple,11/01/2023,173.97,56934910,171.00,174.23,170.12
NASDAQ,AAPL,Apple,10/31/2023,170.77,44846020,169.35,170.90,167.90
NASDAQ,AAPL,Apple,10/30/2023,170.29,51130960,169.02,171.17,168.87
NASDAQ,AAPL,Apple,10/27/2023,168.22,58499130,166.91,168.96,166.83
NASDAQ,AAPL,Apple,10/26/2023,166.89,70625260,170.37,171.38,165.67
NASDAQ,AAPL,Apple,10/25/2023,171.10,57156960,171.88,173.06,170.65
NASDAQ,AAPL,Apple,10/24/2023,173.44,43816640,173.05,173.67,171.45
NASDAQ,AAPL,Apple,10/23/2023,173.00,55980110,170.91,174.01,169.93
NASDAQ,AAPL,Apple,10/20/2023,172.88,64244030,175.31,175.42,172.64
NASDAQ,AAPL,Apple,10/19/2023,175.46,59302860,176.04,177.84,175.19
NASDAQ,AAPL,Apple,10/18/2023,175.84,54764380,175.58,177.58,175.11
NASDAQ,AAPL,Apple,10/17/2023,177.15,57549350,176.65,178.42,174.80
NASDAQ,AAPL,Apple,10/16/2023,178.72,52516980,176.75,179.08,176.51
NASDAQ,AAPL,Apple,10/13/2023,178.85,51456080,181.42,181.93,178.14
NASDAQ,AAPL,Apple,10/12/2023,180.71,56743120,180.07,182.34,179.04
NASDAQ,AAPL,Apple,10/11/2023,179.80,47551100,178.20,179.85,177.60
NASDAQ,AAPL,Apple,10/10/2023,178.39,43698020,178.10,179.72,177.95
NASDAQ,AAPL,Apple,10/09/2023,178.99,42390770,176.81,179.05,175.80
NASDAQ,AAPL,Apple,10/06/2023,177.49,57266680,173.80,177.99,173.18
NASDAQ,AAPL,Apple,10/05/2023,174.91,48527920,173.79,175.45,172.68
NASDAQ,AAPL,Apple,10/04/2023,173.66,53020290,171.09,174.21,170.97
NASDAQ,AAPL,Apple,10/03/2023,172.40,49594610,172.26,173.63,170.82
NASDAQ,AAPL,Apple,10/02/2023,173.75,52164540,171.22,174.30,170.93
NASDAQ,AAPL,Apple,09/29/2023,171.21,51861080,172.02,173.07,170.34
NASDAQ,AAPL,Apple,09/28/2023,170.69,56294420,169.34,172.03,167.62
NASDAQ,AAPL,Apple,09/27/2023,170.43,66921810,172.62,173.04,169.05
NASDAQ,AAPL,Apple,09/26/2023,171.96,64588950,174.82,175.20,171.66
NASDAQ,AAPL,Apple,09/25/2023,176.08,46172740,174.20,176.97,174.15
NASDAQ,AAPL,Apple,09/22/2023,174.79,56725390,174.67,177.08,174.05
NASDAQ,AAPL,Apple,09/21/2023,173.93,63149120,174.55,176.30,173.86
NASDAQ,AAPL,Apple,09/20/2023,175.49,58436180,179.26,179.70,175.40
NASDAQ,AAPL,Apple,09/19/2023,179.07,51826940,177.52,179.63,177.13
NASDAQ,AAPL,Apple,09/18/2023,177.97,67257570,176.48,179.38,176.17
NASDAQ,AAPL,Apple,09/15/2023,175.01,109259500,176.48,176.50,173.82
NASDAQ,AAPL,Apple,09/14/2023,175.74,60895760,174.00,176.10,173.58
NASDAQ,AAPL,Apple,09/13/2023,174.21,84267930,176.51,177.30,173.98
NASDAQ,AAPL,Apple,09/12/2023,176.30,90370190,179.49,180.13,174.82
NASDAQ,AAPL,Apple,09/11/2023,179.36,58953050,180.07,180.30,177.34
NASDAQ,AAPL,Apple,09/08/2023,178.18,65602070,178.35,180.24,177.79
NASDAQ,AAPL,Apple,09/07/2023,177.56,112488800,175.18,178.21,173.54
NASDAQ,AAPL,Apple,09/06/2023,182.91,81755820,188.40,188.85,181.47
NASDAQ,AAPL,Apple,09/05/2023,189.70,45280030,188.28,189.98,187.61
NASDAQ,AAPL,Apple,09/01/2023,189.46,45766500,189.49,189.92,188.28
NASDAQ,AAPL,Apple,08/31/2023,187.87,60794470,187.84,189.12,187.48
NASDAQ,AAPL,Apple,08/30/2023,187.65,60813890,184.94,187.85,184.74
NASDAQ,AAPL,Apple,08/29/2023,184.12,53003950,179.70,184.90,179.50
NASDAQ,AAPL,Apple,08/28/2023,180.19,43820700,180.09,180.59,178.55
NASDAQ,AAPL,Apple,08/25/2023,178.61,51449590,177.38,179.15,175.82
NASDAQ,AAPL,Apple,08/24/2023,176.38,54945800,180.67,181.10,176.01
NASDAQ,AAPL,Apple,08/23/2023,181.12,52722750,178.52,181.55,178.33
NASDAQ,AAPL,Apple,08/22/2023,177.23,42084250,177.06,177.68,176.25
NASDAQ,AAPL,Apple,08/21/2023,175.84,46311880,175.07,176.13,173.74
NASDAQ,AAPL,Apple,08/18/2023,174.49,61172150,172.30,175.10,171.96
NASDAQ,AAPL,Apple,08/17/2023,174.00,66062880,177.14,177.51,173.48
NASDAQ,AAPL,Apple,08/16/2023,176.57,46964860,177.13,178.54,176.50
NASDAQ,AAPL,Apple,08/15/2023,177.45,43622590,178.88,179.48,177.05
NASDAQ,AAPL,Apple,08/14/2023,179.46,43675630,177.97,179.69,177.31
NASDAQ,AAPL,Apple,08/11/2023,177.79,52036670,177.32,178.62,176.55
NASDAQ,AAPL,Apple,08/10/2023,177.97,54686850,179.48,180.75,177.60
NASDAQ,AAPL,Apple,08/09/2023,178.19,60378490,180.87,180.93,177.01
NASDAQ,AAPL,Apple,08/08/2023,179.80,67823000,179.69,180.27,177.58
NASDAQ,AAPL,Apple,08/07/2023,178.85,97576070,182.13,183.13,177.35
NASDAQ,AAPL,Apple,08/04/2023,181.99,115956800,185.52,187.38,181.92
NASDAQ,AAPL,Apple,08/03/2023,191.17,62243280,191.57,192.37,190.69
NASDAQ,AAPL,Apple,08/02/2023,192.58,50389330,195.04,195.18,191.85
NASDAQ,AAPL,Apple,08/01/2023,195.61,35281430,196.24,196.73,195.28
NASDAQ,AAPL,Apple,07/31/2023,196.45,38824110,196.06,196.49,195.26
NASDAQ,AAPL,Apple,07/28/2023,195.83,48291440,194.67,196.63,194.14
NASDAQ,AAPL,Apple,07/27/2023,193.22,47460180,196.02,197.20,192.55
NASDAQ,AAPL,Apple,07/26/2023,194.50,47471870,193.67,195.64,193.32
NASDAQ,AAPL,Apple,07/25/2023,193.62,37283200,193.33,194.44,192.92
NASDAQ,AAPL,Apple,07/24/2023,192.75,45505100,193.41,194.91,192.25
NASDAQ,AAPL,Apple,07/21/2023,191.94,71951680,194.10,194.97,191.23
NASDAQ,AAPL,Apple,07/20/2023,193.13,59581200,195.09,196.47,192.50
NASDAQ,AAPL,Apple,07/19/2023,195.10,80507320,193.10,198.23,192.65
NASDAQ,AAPL,Apple,07/18/2023,193.73,48353770,193.35,194.33,192.42
NASDAQ,AAPL,Apple,07/17/2023,193.99,50520160,191.90,194.32,191.81
NASDAQ,AAPL,Apple,07/14/2023,190.69,41616240,190.23,191.18,189.63
NASDAQ,AAPL,Apple,07/13/2023,190.54,41342340,190.50,191.19,189.78
NASDAQ,AAPL,Apple,07/12/2023,189.77,60750250,189.68,191.70,188.47
NASDAQ,AAPL,Apple,07/11/2023,188.08,46638120,189.16,189.30,186.60
NASDAQ,AAPL,Apple,07/10/2023,188.61,59922160,189.26,189.99,187.04
NASDAQ,AAPL,Apple,07/07/2023,190.68,46815000,191.41,192.67,190.24
NASDAQ,AAPL,Apple,07/06/2023,191.81,45156010,189.84,192.02,189.20
NASDAQ,AAPL,Apple,07/05/2023,191.33,46920260,191.57,192.98,190.62
NASDAQ,AAPL,Apple,07/03/2023,192.46,31346600,193.78,193.88,191.76
NASDAQ,AAPL,Apple,06/30/2023,193.97,85213220,191.63,194.48,191.26
NASDAQ,AAPL,Apple,06/29/2023,189.59,46347310,189.08,190.07,188.94
NASDAQ,AAPL,Apple,06/28/2023,189.25,51216800,187.93,189.90,187.60
NASDAQ,AAPL,Apple,06/27/2023,188.06,50730850,185.89,188.39,185.67
NASDAQ,AAPL,Apple,06/26/2023,185.27,48088660,186.83,188.05,185.23
NASDAQ,AAPL,Apple,06/23/2023,186.68,53117000,185.55,187.56,185.01
NASDAQ,AAPL,Apple,06/22/2023,187.00,51245330,183.74,187.05,183.67
NASDAQ,AAPL,Apple,06/21/2023,183.96,49515700,184.90,185.41,182.59
NASDAQ,AAPL,Apple,06/20/2023,185.01,49799090,184.41,186.10,184.41
NASDAQ,AAPL,Apple,06/16/2023,184.92,101256200,186.73,186.99,184.27
NASDAQ,AAPL,Apple,06/15/2023,186.01,65433170,183.96,186.52,183.78
NASDAQ,AAPL,Apple,06/14/2023,183.95,57462880,183.37,184.39,182.02
NASDAQ,AAPL,Apple,06/13/2023,183.31,54929130,182.80,184.15,182.44
NASDAQ,AAPL,Apple,06/12/2023,183.79,54755000,181.27,183.89,180.97
NASDAQ,AAPL,Apple,06/09/2023,180.96,48899970,181.50,182.23,180.63
NASDAQ,AAPL,Apple,06/08/2023,180.57,50214880,177.90,180.84,177.46
NASDAQ,AAPL,Apple,06/07/2023,177.82,61944620,178.44,181.21,177.32
NASDAQ,AAPL,Apple,06/06/2023,179.21,64848370,179.97,180.12,177.43
NASDAQ,AAPL,Apple,06/05/2023,179.58,121946500,182.63,184.95,178.04
NASDAQ,AAPL,Apple,06/02/2023,180.95,61996910,181.03,181.78,179.26
NASDAQ,AAPL,Apple,06/01/2023,180.09,68901810,177.70,180.12,176.93
NASDAQ,AAPL,Apple,05/31/2023,177.25,99625290,177.33,179.35,176.76
NASDAQ,AAPL,Apple,05/30/2023,177.30,55964400,176.96,178.99,176.57
NASDAQ,AAPL,Apple,05/26/2023,175.43,54834980,173.32,175.77,173.11
NASDAQ,AAPL,Apple,05/25/2023,172.99,56058260,172.41,173.90,171.69
NASDAQ,AAPL,Apple,05/24/2023,171.84,45143490,171.09,172.42,170.52
NASDAQ,AAPL,Apple,05/23/2023,171.56,50747260,173.13,173.38,171.28
NASDAQ,AAPL,Apple,05/22/2023,174.20,43570930,173.98,174.71,173.45
NASDAQ,AAPL,Apple,05/19/2023,175.16,55809480,176.39,176.39,174.94
NASDAQ,AAPL,Apple,05/18/2023,175.05,65496660,173.00,175.24,172.58
NASDAQ,AAPL,Apple,05/17/2023,172.69,57951600,171.71,172.93,170.42
NASDAQ,AAPL,Apple,05/16/2023,172.07,42110290,171.99,173.14,171.80
NASDAQ,AAPL,Apple,05/15/2023,172.07,37266660,173.16,173.21,171.47
NASDAQ,AAPL,Apple,05/12/2023,172.57,45533140,173.62,174.06,171.00
NASDAQ,AAPL,Apple,05/11/2023,173.75,49514680,173.85,174.59,172.17
NASDAQ,AAPL,Apple,05/10/2023,173.56,53724500,173.02,174.03,171.90
NASDAQ,AAPL,Apple,05/09/2023,171.77,45326870,173.05,173.54,171.60
NASDAQ,AAPL,Apple,05/08/2023,173.50,55962790,172.48,173.85,172.11
NASDAQ,AAPL,Apple,05/05/2023,173.57,113453200,170.98,174.30,170.76
NASDAQ,AAPL,Apple,05/04/2023,165.79,81235430,164.89,167.04,164.31
NASDAQ,AAPL,Apple,05/03/2023,167.45,65136020,169.50,170.92,167.16
NASDAQ,AAPL,Apple,05/02/2023,168.54,48425700,170.09,170.35,167.54
NASDAQ,AAPL,Apple,05/01/2023,169.59,52472940,169.28,170.45,168.64
NASDAQ,AAPL,Apple,04/28/2023,169.68,55275850,168.49,169.85,167.88
NASDAQ,AAPL,Apple,04/27/2023,168.41,64902330,165.19,168.56,165.19
NASDAQ,AAPL,Apple,04/26/2023,163.76,45498800,163.06,165.28,162.80
NASDAQ,AAPL,Apple,04/25/2023,163.77,48714060,165.19,166.31,163.73
NASDAQ,AAPL,Apple,04/24/2023,165.33,41949580,165.00,165.60,163.89
NASDAQ,AAPL,Apple,04/21/2023,165.02,58337340,165.05,166.45,164.49
NASDAQ,AAPL,Apple,04/20/2023,166.65,52456380,166.09,167.87,165.56
NASDAQ,AAPL,Apple,04/19/2023,167.63,47720170,165.80,168.16,165.54
NASDAQ,AAPL,Apple,04/18/2023,166.47,49923010,166.10,167.41,165.65
NASDAQ,AAPL,Apple,04/17/2023,165.23,41516220,165.09,165.39,164.03
NASDAQ,AAPL,Apple,04/14/2023,165.21,49386480,164.59,166.32,163.82
NASDAQ,AAPL,Apple,04/13/2023,165.56,68445650,161.63,165.80,161.42
NASDAQ,AAPL,Apple,04/12/2023,160.10,50133060,161.22,162.06,159.78
NASDAQ,AAPL,Apple,04/11/2023,160.80,47644220,162.35,162.36,160.51
NASDAQ,AAPL,Apple,04/10/2023,162.03,47716880,161.42,162.03,160.08
NASDAQ,AAPL,Apple,04/06/2023,164.66,45390120,162.43,164.96,162.00
NASDAQ,AAPL,Apple,04/05/2023,163.76,51511740,164.74,165.05,161.80
NASDAQ,AAPL,Apple,04/04/2023,165.63,46278300,166.60,166.84,165.11
NASDAQ,AAPL,Apple,04/03/2023,166.17,56976190,164.27,166.29,164.22
NASDAQ,AAPL,Apple,03/31/2023,164.90,68749790,162.44,165.00,161.91
NASDAQ,AAPL,Apple,03/30/2023,162.36,49501690,161.53,162.47,161.27
NASDAQ,AAPL,Apple,03/29/2023,160.77,51305690,159.37,161.05,159.35
NASDAQ,AAPL,Apple,03/28/2023,157.65,45992150,157.97,158.49,155.98
NASDAQ,AAPL,Apple,03/27/2023,158.28,52390270,159.94,160.77,157.87
NASDAQ,AAPL,Apple,03/24/2023,160.25,59256340,158.86,160.34,157.85
NASDAQ,AAPL,Apple,03/23/2023,158.93,67622060,158.83,161.55,157.68
NASDAQ,AAPL,Apple,03/22/2023,157.83,75701810,159.30,162.14,157.81
NASDAQ,AAPL,Apple,03/21/2023,159.28,73938290,157.32,159.40,156.54
NASDAQ,AAPL,Apple,03/20/2023,157.40,73641420,155.07,157.82,154.15
NASDAQ,AAPL,Apple,03/17/2023,155.00,98944630,156.08,156.74,154.28
NASDAQ,AAPL,Apple,03/16/2023,155.85,76254420,152.16,156.46,151.64
NASDAQ,AAPL,Apple,03/15/2023,152.99,77167870,151.19,153.25,149.92
NASDAQ,AAPL,Apple,03/14/2023,152.59,73695890,151.28,153.40,150.10
NASDAQ,AAPL,Apple,03/13/2023,150.47,84457120,147.81,153.14,147.70
NASDAQ,AAPL,Apple,03/10/2023,148.50,68572400,150.21,150.94,147.61
NASDAQ,AAPL,Apple,03/09/2023,150.59,53833580,153.56,154.54,150.23
NASDAQ,AAPL,Apple,03/08/2023,152.87,47204790,152.81,153.47,151.83
NASDAQ,AAPL,Apple,03/07/2023,151.60,56182030,153.70,154.03,151.13
NASDAQ,AAPL,Apple,03/06/2023,153.83,87558030,153.79,156.30,153.46
NASDAQ,AAPL,Apple,03/03/2023,151.03,70732300,148.05,151.11,147.33
NASDAQ,AAPL,Apple,03/02/2023,145.91,52279760,144.38,146.71,143.90
NASDAQ,AAPL,Apple,03/01/2023,145.31,55478990,146.83,147.23,145.01
NASDAQ,AAPL,Apple,02/28/2023,147.41,50547000,147.05,149.08,146.83
NASDAQ,AAPL,Apple,02/27/2023,147.92,44998470,147.71,149.17,147.45
NASDAQ,AAPL,Apple,02/24/2023,146.71,55469610,147.11,147.19,145.72
NASDAQ,AAPL,Apple,02/23/2023,149.40,48394250,150.09,150.34,147.24
NASDAQ,AAPL,Apple,02/22/2023,148.91,51011310,148.87,149.95,147.16
NASDAQ,AAPL,Apple,02/21/2023,148.48,58867230,150.20,151.30,148.41
NASDAQ,AAPL,Apple,02/17/2023,152.55,59144120,152.35,153.00,150.85
NASDAQ,AAPL,Apple,02/16/2023,153.71,68167940,153.51,156.33,153.35
NASDAQ,AAPL,Apple,02/15/2023,155.33,65669250,153.11,155.50,152.88
NASDAQ,AAPL,Apple,02/14/2023,153.20,61707570,152.12,153.77,150.86
NASDAQ,AAPL,Apple,02/13/2023,153.85,62199010,150.95,154.26,150.92
NASDAQ,AAPL,Apple,02/10/2023,151.01,57450710,149.46,151.34,149.22
NASDAQ,AAPL,Apple,02/09/2023,150.87,56007140,153.78,154.33,150.42
NASDAQ,AAPL,Apple,02/08/2023,151.92,64120080,153.88,154.58,151.17
NASDAQ,AAPL,Apple,02/07/2023,154.65,83322550,150.64,155.23,150.64
NASDAQ,AAPL,Apple,02/06/2023,151.73,69858310,152.58,153.10,150.78
NASDAQ,AAPL,Apple,02/03/2023,154.50,154357300,148.03,157.38,147.83
NASDAQ,AAPL,Apple,02/02/2023,150.82,118339000,148.90,151.18,148.17
NASDAQ,AAPL,Apple,02/01/2023,145.43,77663630,143.97,146.61,141.32
NASDAQ,AAPL,Apple,01/31/2023,144.29,65874460,142.70,144.34,142.28
NASDAQ,AAPL,Apple,01/30/2023,143.00,64015270,144.96,145.55,142.85
NASDAQ,AAPL,Apple,01/27/2023,145.93,70555840,143.16,147.23,143.08
NASDAQ,AAPL,Apple,01/26/2023,143.96,54105070,143.17,144.25,141.90
NASDAQ,AAPL,Apple,01/25/2023,141.86,65799350,140.89,142.43,138.81
NASDAQ,AAPL,Apple,01/24/2023,142.53,66435140,140.31,143.16,140.30
NASDAQ,AAPL,Apple,01/23/2023,141.11,81760310,138.12,143.32,137.90
NASDAQ,AAPL,Apple,01/20/2023,137.87,80223630,135.28,138.02,134.22
NASDAQ,AAPL,Apple,01/19/2023,135.27,58280410,134.08,136.25,133.77
NASDAQ,AAPL,Apple,01/18/2023,135.21,69672800,136.82,138.61,135.03
NASDAQ,AAPL,Apple,01/17/2023,135.94,63646630,134.83,137.29,134.13
NASDAQ,AAPL,Apple,01/13/2023,134.76,57809720,132.03,134.92,131.66
NASDAQ,AAPL,Apple,01/12/2023,133.41,71379650,133.88,134.26,131.44
NASDAQ,AAPL,Apple,01/11/2023,133.49,69458950,131.25,133.51,130.46
NASDAQ,AAPL,Apple,01/10/2023,130.73,63896160,130.26,131.26,128.12
NASDAQ,AAPL,Apple,01/09/2023,130.15,70790810,130.47,133.41,129.89
NASDAQ,AAPL,Apple,01/06/2023,129.62,87754720,126.01,130.29,124.89
NASDAQ,AAPL,Apple,01/05/2023,125.02,80962710,127.13,127.77,124.76
NASDAQ,AAPL,Apple,01/04/2023,126.36,89113630,126.89,128.66,125.08
NASDAQ,AAPL,Apple,01/03/2023,125.07,112117500,130.28,130.90,124.17
NASDAQ,AAPL,Apple,12/30/2022,129.93,77034210,128.41,129.95,127.43
NASDAQ,AAPL,Apple,12/29/2022,129.61,75703710,127.99,130.48,127.73
NASDAQ,AAPL,Apple,12/28/2022,126.04,85438390,129.67,131.03,125.87
NASDAQ,AAPL,Apple,12/27/2022,130.03,69007830,131.38,131.41,128.72
NASDAQ,AAPL,Apple,12/23/2022,131.86,63814890,130.92,132.42,129.64
NASDAQ,AAPL,Apple,12/22/2022,132.23,77852110,134.35,134.56,130.30
NASDAQ,AAPL,Apple,12/21/2022,135.45,85927990,132.98,136.81,132.75
NASDAQ,AAPL,Apple,12/20/2022,132.30,77432820,131.39,133.25,129.89
NASDAQ,AAPL,Apple,12/19/2022,132.37,79592610,135.11,135.20,131.32
NASDAQ,AAPL,Apple,12/16/2022,134.51,160156900,136.69,137.65,133.73
NASDAQ,AAPL,Apple,12/15/2022,136.50,98931910,141.11,141.80,136.03
NASDAQ,AAPL,Apple,12/14/2022,143.21,82291180,145.35,146.66,141.16
NASDAQ,AAPL,Apple,12/13/2022,145.47,93886160,149.50,149.97,144.24
NASDAQ,AAPL,Apple,12/12/2022,144.49,70462650,142.70,144.50,141.06
NASDAQ,AAPL,Apple,12/09/2022,142.16,76097010,142.34,145.57,140.90
NASDAQ,AAPL,Apple,12/08/2022,142.65,62128340,142.36,143.52,141.10
NASDAQ,AAPL,Apple,12/07/2022,140.94,69721090,142.19,143.37,140.00
NASDAQ,AAPL,Apple,12/06/2022,142.91,64727190,147.08,147.30,141.92
NASDAQ,AAPL,Apple,12/05/2022,146.63,68826440,147.77,150.92,145.77
NASDAQ,AAPL,Apple,12/02/2022,147.81,65447450,145.96,148.00,145.65
